,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.8999566056685018,0.898951831938838,0.9962951396716767,0.9415605483619511,0.9253235838227278,0.5849588247635339,0.9194745752599337
sortino,0.8999566056685018,1.0,0.7808897003887653,0.926241568252923,0.9180524299489539,0.9277470516687807,0.5536636852273247,0.9607325871609982
treynor,0.898951831938838,0.7808897003887653,1.0,0.8945579249136282,0.8108522415940395,0.7611083402650892,0.5583989884837522,0.7380244150550364
information,0.9962951396716767,0.926241568252923,0.8945579249136282,1.0,0.946178435673556,0.9337619587520678,0.5750036662615214,0.9438947274396103
calmar,0.9415605483619511,0.9180524299489539,0.8108522415940395,0.946178435673556,1.0,0.954276894282814,0.7329985177947589,0.9234428763902788
cum_ret,0.9253235838227278,0.9277470516687807,0.7611083402650892,0.9337619587520678,0.954276894282814,1.0,0.5567539458839543,0.9424619805046758
mdd,0.5849588247635339,0.5536636852273247,0.5583989884837522,0.5750036662615214,0.7329985177947589,0.5567539458839543,1.0,0.5110943762435839
excess_ret_ann,0.9194745752599337,0.9607325871609982,0.7380244150550364,0.9438947274396103,0.9234428763902788,0.9424619805046758,0.5110943762435839,1.0
