,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.9790966832184136,0.9846799380891422,0.9991802320191219,0.9616504352084474,0.9017645586912338,0.9095392594869162,0.9842749855429168
sortino,0.9790966832184136,1.0,0.9557130287823834,0.9837938899608046,0.9623175836716942,0.919425836813589,0.8878365273113753,0.9927574885119529
treynor,0.9846799380891422,0.9557130287823834,1.0,0.9837389663106574,0.9410091928757266,0.8749919569044382,0.8983915939014437,0.9529451407973081
information,0.9991802320191219,0.9837938899608046,0.9837389663106574,1.0,0.9615264839263507,0.9044080159159305,0.9020426066275259,0.9884435050376549
calmar,0.9616504352084474,0.9623175836716942,0.9410091928757266,0.9615264839263507,1.0,0.9697932824311403,0.9303758661121407,0.9655008707768504
cum_ret,0.9017645586912338,0.919425836813589,0.8749919569044382,0.9044080159159305,0.9697932824311403,1.0,0.8451905608881333,0.9240770419392715
mdd,0.9095392594869162,0.8878365273113753,0.8983915939014437,0.9020426066275259,0.9303758661121407,0.8451905608881333,1.0,0.8876012339383064
excess_ret_ann,0.9842749855429168,0.9927574885119529,0.9529451407973081,0.9884435050376549,0.9655008707768504,0.9240770419392715,0.8876012339383064,1.0
