Date,open,high,low,close,volume
2020-07-15,1876.9,1883.0,1876.9,1876.9,0
2020-07-16,1861.6,1861.6,1861.6,1861.6,0
2020-07-17,1868.5,1868.5,1868.5,1868.5,0
2020-07-20,1875.1,1875.1,1875.1,1875.1,0
2020-07-21,1906.4,1906.4,1906.4,1906.4,33
2020-07-22,1934.1,1934.1,1934.1,1934.1,0
2020-07-23,1962.7,1962.7,1962.7,1962.7,0
2020-07-24,1973.2,1973.2,1973.2,1973.2,0
2020-07-27,2004.9,2004.9,2004.9,2004.9,0
2020-07-28,2013.2,2013.2,2013.2,2013.2,0
2020-07-29,2024.5,2024.5,2024.5,2024.5,0
2020-07-30,2014.2,2014.2,2014.2,2014.2,0
2020-07-31,2034.4,2034.4,2034.4,2034.4,0
2020-08-03,2035.4,2035.4,2035.4,2035.4,0
2020-08-04,2070.4,2070.4,2070.4,2070.4,0
2020-08-05,2100.8,2100.8,2100.8,2100.8,0
2020-08-06,2122.7,2122.7,2122.7,2122.7,32
2020-08-07,2080.5,2080.5,2080.5,2080.5,0
2020-08-10,2091.7,2091.7,2091.7,2091.7,0
2020-08-11,1995.0,1995.0,1995.0,1995.0,0
2020-08-12,1995.4,1995.4,1995.4,1995.4,0
2020-08-13,2017.2,2017.2,2017.2,2017.2,0
2020-08-14,1995.3,1995.3,1995.3,1995.3,0
2020-08-17,2040.1,2040.1,2040.1,2040.1,0
2020-08-18,2055.2,2055.2,2055.2,2055.2,0
2020-08-19,2040.0,2040.0,2011.1,2011.1,1
2020-08-20,1987.7,1987.7,1987.7,1987.7,0
2020-08-21,1988.1,1988.1,1988.1,1988.1,0
2020-08-24,1980.8,1980.8,1980.8,1980.8,0
2020-08-25,1963.6,1963.6,1963.6,1963.6,0
2020-08-26,1992.8,1992.8,1992.8,1992.8,0
2020-08-27,1971.1,1971.1,1971.1,1971.1,0
2020-08-28,2008.8,2008.8,2008.8,2008.8,0
2020-08-31,2017.0,2017.0,2017.0,2017.0,0
2020-09-01,2016.8,2016.8,2016.8,2016.8,0
2020-09-02,1981.8,1981.8,1981.8,1981.8,0
2020-09-03,1972.9,1972.9,1972.9,1972.9,0
2020-09-04,1969.1,1969.1,1969.1,1969.1,0
2020-09-08,1977.8,1977.8,1977.8,1977.8,0
2020-09-09,1988.9,1988.9,1988.9,1988.9,0
2020-09-10,1999.6,1999.6,1999.6,1999.6,0
2020-09-11,1984.0,1984.0,1984.0,1984.0,0
2020-09-14,2000.6,2000.6,2000.6,2000.6,0
2020-09-15,2003.1,2003.1,2003.1,2003.1,0
2020-09-16,2007.4,2007.4,2007.4,2007.4,0
2020-09-17,1985.7,1985.7,1985.7,1985.7,0
2020-09-18,1998.0,1998.0,1998.0,1998.0,0
2020-09-21,1946.1,1946.1,1946.1,1946.1,0
2020-09-22,1943.6,1943.6,1943.6,1943.6,0
2020-09-23,1902.8,1902.8,1902.8,1902.8,0
2020-09-24,1910.6,1910.6,1910.6,1910.6,0
2020-09-25,1900.4,1900.4,1900.4,1900.4,0
2020-09-28,1916.7,1916.7,1916.7,1916.7,0
2020-09-29,1937.7,1937.7,1937.7,1937.7,0
2020-09-30,1930.2,1930.2,1930.2,1930.2,0
2020-10-01,1950.7,1950.7,1950.7,1950.7,0
2020-10-02,1941.9,1941.9,1941.9,1941.9,0
2020-10-05,1954.5,1954.5,1954.5,1954.5,0
2020-10-06,1943.8,1943.8,1943.8,1943.8,0
2020-10-07,1927.0,1927.0,1927.0,1927.0,0
2020-10-08,1933.0,1933.0,1933.0,1933.0,0
2020-10-09,1963.5,1963.5,1963.5,1963.5,0
2020-10-12,1966.2,1966.2,1966.2,1966.2,0
2020-10-13,1932.0,1932.0,1932.0,1932.0,0
2020-10-14,1945.5,1945.5,1945.5,1945.5,0
2020-10-15,1946.3,1946.3,1946.3,1946.3,0
2020-10-16,1943.9,1943.9,1943.9,1943.9,0
2020-10-19,1948.7,1948.7,1948.7,1948.7,0
2020-10-20,1952.0,1952.0,1952.0,1952.0,0
2020-10-21,1966.0,1966.0,1966.0,1966.0,0
2020-10-22,1941.6,1941.6,1941.6,1941.6,0
2020-10-23,1942.6,1942.6,1942.6,1942.6,0
2020-10-26,1944.5,1944.5,1944.5,1944.5,0
2020-10-27,1950.5,1950.5,1950.5,1950.5,0
2020-10-28,1917.4,1917.4,1917.4,1917.4,0
2020-10-29,1905.4,1905.4,1905.4,1905.4,0
2020-10-30,1916.8,1916.8,1916.8,1916.8,0
2020-11-02,1929.6,1929.6,1929.6,1929.6,0
2020-11-03,1947.1,1947.1,1947.1,1947.1,0
2020-11-04,1933.6,1933.6,1933.6,1933.6,0
