,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.9938169586812898,0.9021986820928826,1.0000000000000002,0.9731332825352094,0.99940968718347,-0.10573674632286116,0.8539976501173608
sortino,0.9938169586812898,1.0,0.944510259048947,1.0000000000000002,0.9415523343096991,0.9894158124800304,-0.21549141356429352,0.9064841366284608
treynor,0.9021986820928826,0.944510259048947,1.0,1.0000000000000002,0.7786512056675057,0.8868480104037274,-0.5242983277977167,0.9948817299924025
information,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.9999999999999999,1.0,-0.9999999999999999,1.0
calmar,0.9731332825352094,0.9415523343096991,0.7786512056675057,0.9999999999999999,1.0,0.9804688483182239,0.12605586190270163,0.7112636846897111
cum_ret,0.99940968718347,0.9894158124800304,0.8868480104037274,1.0,0.9804688483182239,1.0,-0.07151175608066701,0.8356193284061072
mdd,-0.10573674632286116,-0.21549141356429352,-0.5242983277977167,-0.9999999999999999,0.12605586190270163,-0.07151175608066701,1.0,-0.6076592051888111
excess_ret_ann,0.8539976501173608,0.9064841366284608,0.9948817299924025,1.0,0.7112636846897111,0.8356193284061072,-0.6076592051888111,1.0
