,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.9865244573748623,0.995583719192419,,0.9977035062441938,0.9994064438657537,0.1383242284673728,
sortino,0.9865244573748623,1.0,0.9757026398360888,,0.98503069858129,0.9846489916134982,0.1593559150259429,
treynor,0.995583719192419,0.9757026398360888,1.0,,0.9902755776895602,0.9980243516031743,0.07006887910784179,
information,,,,,,,,
calmar,0.9977035062441938,0.98503069858129,0.9902755776895602,,1.0,0.9961099455330078,0.20112213366925652,
cum_ret,0.9994064438657537,0.9846489916134982,0.9980243516031743,,0.9961099455330078,1.0,0.1144590687964042,
mdd,0.1383242284673728,0.1593559150259429,0.07006887910784179,,0.20112213366925652,0.1144590687964042,1.0,
excess_ret_ann,,,,,,,,
