run,direction,strategy,sharpe,sortino,treynor,treynor_raw,information,calmar,cum_ret,mdd,mdd_mag,excess_ret_m,excess_ret_ann
29,long,classic,0.27253873267110096,0.3808427005201307,0.06844040435291547,0.06844040435291547,0.22345762574386205,0.10536690973449918,0.18869106863660168,-0.3581238347251019,0.3581238347251019,0.0045457911943929934,0.05454949433271592
29,long,risk,0.24498892375058665,0.33864167813652213,0.08507125700240359,0.08507125700240359,0.20077964079088115,0.07108784273241607,0.13494414112868092,-0.4252812642669489,0.4252812642669489,0.004222937889704343,0.05067525467645211
29,long,weighted,0.18358862092354317,0.2681713209336005,0.0225533246154547,0.0225533246154547,,0.03625785651506243,0.14458182363748384,-0.41694420092153794,0.41694420092153794,0.0,0.0
29,short,classic,0.37371911384595724,0.9727082559355932,0.11990708340599804,-0.11990708340599804,0.30166001647355545,0.22226579584632875,0.4619418338216916,-0.3886674017853171,0.3886674017853171,0.012354786027832536,0.14825743233399044
29,short,risk,0.4686261730609098,1.2157228354695857,0.15976525383174223,-0.15976525383174223,0.3832632704174347,0.3649629906913438,0.7837876142162434,-0.3550308265593649,0.3550308265593649,0.01504965737928178,0.18059588855138137
30,long,classic,0.3502766928354103,0.5596865932408617,0.08720952344886296,0.08720952344886296,0.2931293207573164,0.19878090739503063,0.314264044120792,-0.30338872396498195,0.30338872396498195,0.005706665821669274,0.06847998986003129
30,long,risk,0.3599212149428071,0.5688431719762929,0.1256644206153531,0.1256644206153531,0.317733605712455,0.16704005615364662,0.2973109019926614,-0.37062061808344926,0.37062061808344926,0.006351557453818905,0.07621868944582685
30,long,weighted,0.18396776454927855,0.26347977529857763,0.022544057341626747,0.022544057341626747,,0.03644931036930376,0.1447342143338688,-0.4151661320120119,0.4151661320120119,0.0,0.0
30,short,classic,0.2903976458954324,0.7222825487055258,0.07891878801714705,-0.07891878801714705,0.2381809917928874,0.11893717541974261,0.22893969430557393,-0.3868045406477393,0.3868045406477393,0.010266164078597026,0.12319396894316431
30,short,risk,0.48084881868788026,1.2840598719092389,0.14437848444782336,-0.14437848444782336,0.4021634140986793,0.3904540592191871,0.8404324455565093,-0.3509549587303933,0.3509549587303933,0.016244850944611672,0.19493821133534006
31,long,classic,0.28221497409165314,0.3985263764832419,0.07170295858822273,0.07170295858822273,0.21834005715239097,0.11511886593823432,0.20380695983771657,-0.3522285538527762,0.3522285538527762,0.004461207314668465,0.05353448777602158
31,long,risk,0.259126109193052,0.36213808136135717,0.09064008965375973,0.09064008965375973,0.21085335007857103,0.08033817436862423,0.15019304088151042,-0.4251208076976809,0.4251208076976809,0.004473795143021644,0.05368554171625973
31,long,weighted,0.18413928483964875,0.2623567008086773,0.022456453980287325,0.022456453980287325,,0.0367884248469449,0.14451758732718845,-0.4107588966044592,0.4107588966044592,0.0,0.0
31,short,classic,0.27971082642683615,0.6762773262727004,0.07348298222980701,-0.07348298222980701,0.22280722242744608,0.10814285078851013,0.20334211658314105,-0.38109471529825933,0.38109471529825933,0.009296216098411452,0.11155459318093743
31,short,risk,0.4769228019423887,1.2279284193662292,0.13804603815541533,-0.13804603815541533,0.3906085178217476,0.3727940997926031,0.7940575521735154,-0.3512371673678083,0.3512371673678083,0.015242405124825394,0.18290886149790472
32,long,classic,0.40760260076602206,0.5746384678290452,0.11106247581179943,0.11106247581179943,0.35862044107544455,0.2141747144236354,0.40803984001650573,-0.3552413542560908,0.3552413542560908,0.007242720756490787,0.08691264907788944
32,long,risk,0.3739176749721704,0.5061946993504305,0.13340353674407546,0.13340353674407546,0.3418134542434516,0.18495390974369824,0.3201111251367563,-0.357854165842023,0.357854165842023,0.007213613901905667,0.086563366822868
32,long,weighted,0.19719161276891278,0.2872559072771659,0.024326130659948403,0.024326130659948403,,0.040298791262723455,0.16229782979802287,-0.4181614822315435,0.4181614822315435,0.0,0.0
32,short,classic,0.39399857209774103,1.0523090790461473,0.11672957440788692,-0.11672957440788692,0.3166463722853953,0.25330197293400936,0.5225812011922193,-0.3792451917987808,0.3792451917987808,0.013239280046451035,0.1588713605574124
32,short,risk,0.4735745667421192,1.265018418235475,0.15040334464290617,-0.15040334464290617,0.35663506052889665,0.37663454285913367,0.8233123652241328,-0.3513363903709177,0.3513363903709177,0.014241521228905592,0.1708982547468671
33,long,classic,0.49140979772538196,0.7924342514251004,0.12166489716137657,0.12166489716137657,0.4563353181508552,0.3399931357799215,0.5748607466354201,-0.3006373756768195,0.3006373756768195,0.009101753594205952,0.10922104313047143
33,long,risk,0.31786741924434775,0.49653302627459117,0.11394532059581419,0.11394532059581419,0.27107594315938766,0.13600410833903323,0.23760555600703737,-0.37076237639071763,0.37076237639071763,0.005376014566325924,0.06451217479591109
33,long,weighted,0.18697496739777106,0.2676143385237235,0.022911750365966235,0.022911750365966235,,0.037864829030299606,0.14852589185331766,-0.4094979651838263,0.4094979651838263,0.0,0.0
33,short,classic,0.4014250861195561,1.1181798483559302,0.11961341545433204,-0.11961341545433204,0.33035637663889594,0.26317469985834974,0.5641177464981328,-0.38954711052108926,0.38954711052108926,0.014378334569399902,0.17254001483279882
33,short,risk,0.3627700461254739,1.0042569858280737,0.10468884323551764,-0.10468884323551764,0.29074684860999317,0.23533006502573786,0.4687108670002684,-0.35816752495295434,0.35816752495295434,0.012038015574317659,0.1444561868918119
34,long,classic,0.3183633501080711,0.5081043597192554,0.0797192571571458,0.0797192571571458,0.2632550145845007,0.1666957629796227,0.2632396902119929,-0.3080408495801463,0.3080408495801463,0.00512573997825038,0.061508879739004554
34,long,risk,0.24405060479645935,0.39384617902189334,0.08695621558419953,0.08695621558419953,0.18702623707393684,0.07391859724915979,0.14017202806155438,-0.42407416182476354,0.42407416182476354,0.0037844678576180357,0.04541361429141643
34,long,weighted,0.18166127702353616,0.2619388725142215,0.02224172361151758,0.02224172361151758,,0.035985733217686916,0.1418198430478379,-0.4125255967528344,0.4125255967528344,0.0,0.0
34,short,classic,0.4005695441794694,1.0904840010581258,0.11899560751658017,-0.11899560751658017,0.33548635918139413,0.26404542400017916,0.5533974014824217,-0.3820016959581436,0.3820016959581436,0.014275791768317161,0.17130950121980593
34,short,risk,0.34822670743019707,0.9433122180217924,0.102698089880251,-0.102698089880251,0.25798303138187634,0.21573053792515548,0.42924924388560304,-0.35549695463608055,0.35549695463608055,0.010382933662577849,0.12459520395093418
