,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.9858726840428614,0.9897819678660191,0.9990332801091634,0.9514177083663493,0.8471270816725889,0.7706593647760024,0.9941836485656981
sortino,0.9858726840428614,1.0,0.9740392996314607,0.9845151610081119,0.9804771417992172,0.9106825805909148,0.7721412604213271,0.992387997889164
treynor,0.9897819678660191,0.9740392996314607,1.0,0.9841702757575505,0.9351261360005267,0.8318611135168383,0.7561653359927027,0.9796841623127328
information,0.9990332801091634,0.9845151610081119,0.9841702757575505,1.0,0.9491456283680272,0.8442702109010641,0.763825412916126,0.9936078993227929
calmar,0.9514177083663493,0.9804771417992172,0.9351261360005267,0.9491456283680272,1.0,0.9593401555722377,0.7597286908708687,0.9683865065018978
cum_ret,0.8471270816725889,0.9106825805909148,0.8318611135168383,0.8442702109010641,0.9593401555722377,1.0,0.6839011556697768,0.8832799579223796
mdd,0.7706593647760024,0.7721412604213271,0.7561653359927027,0.763825412916126,0.7597286908708687,0.6839011556697768,1.0,0.7760583014222177
excess_ret_ann,0.9941836485656981,0.992387997889164,0.9796841623127328,0.9936078993227929,0.9683865065018978,0.8832799579223796,0.7760583014222177,1.0
