,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.9905421691940545,0.9750417535790299,0.9990602026032919,0.9608583969804726,0.8771909897299575,0.8018845484999608,0.9704296062065825
sortino,0.9905421691940545,1.0,0.970921387178338,0.9868624628300633,0.9718247871322706,0.9144074982881489,0.7825977814323777,0.9759654045225826
treynor,0.9750417535790299,0.970921387178338,1.0,0.9818680826781926,0.9199411660139104,0.8553596468941794,0.6936109414289484,0.980045958232776
information,0.9990602026032919,0.9868624628300633,0.9818680826781926,1.0,0.9449875220136748,0.8367794537512079,0.8055804982503796,0.9925233626525632
calmar,0.9608583969804726,0.9718247871322706,0.9199411660139104,0.9449875220136748,1.0,0.9608002023105104,0.8324550812520471,0.9292795606351382
cum_ret,0.8771909897299575,0.9144074982881489,0.8553596468941794,0.8367794537512079,0.9608002023105104,1.0,0.7261680620956414,0.8811260059784494
mdd,0.8018845484999608,0.7825977814323777,0.6936109414289484,0.8055804982503796,0.8324550812520471,0.7261680620956414,1.0,0.6755911348901124
excess_ret_ann,0.9704296062065825,0.9759654045225826,0.980045958232776,0.9925233626525632,0.9292795606351382,0.8811260059784494,0.6755911348901124,1.0
